"","LIT","Unit_Name","Subunit_Name","subunit_ID","st_g_m2_a.Low","st_g_m2_b.Med","st_g_m2_c.High","wg_g_m2_a.Low","wg_g_m2_b.Med","wg_g_m2_c.High","wg_g_m2","st_g_m2","tot_g_m2","area_ha","tot_mass_m2_var","CI80lwr","CI80upr","st_mass_m2_var","CI80lwr_st","CI80upr_st","wg_mass_m2_var","CI80lwr_wg","CI80upr_wg"
"30","KRN","4A","4A-1","KRN_4A_4A-1",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,43.4499537366754,43.4499537366754,19.4765651821862,485.503510548473,15.2120617439959,71.6878457293549,485.503510548473,15.2120617439959,71.6878457293549,0,0,0
"31","KRN","4A","4A-2","KRN_4A_4A-2",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,225.242865792414,225.242865792414,17.4619271255061,1269.76952629822,179.576280819054,270.909450765773,1269.76952629822,179.576280819054,270.909450765773,0,0,0
"32","KRN","4A","4A-3","KRN_4A_4A-3",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,249.734280788879,249.734280788879,8.98212550607287,2273.51727106405,188.628089626307,310.840471951451,2273.51727106405,188.628089626307,310.840471951451,0,0,0
"33","KRN","4A","4A-5","KRN_4A_4A-5",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,292.444909845933,292.444909845933,21.9515801619433,2990.31553073471,222.364829074691,362.524990617175,2990.31553073471,222.364829074691,362.524990617175,0,0,0
"34","KRN","4A","4A-6","KRN_4A_4A-6",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,121.295799846975,121.295799846975,26.6562570850202,246.793626541132,101.163051945777,141.428547748173,246.793626541132,101.163051945777,141.428547748173,0,0,0
"35","KRN","4A","4A-7","KRN_4A_4A-7",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,74.6550356063018,74.6550356063018,18.5979927125506,410.405717205806,48.6927581682566,100.617313044347,410.405717205806,48.6927581682566,100.617313044347,0,0,0
"36","KRN","4B","4B-1","KRN_4B_4B-1",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,193.139651004463,193.139651004463,25.8704736842105,1686.93318345752,140.503390683484,245.775911325442,1686.93318345752,140.503390683484,245.775911325442,0,0,0
"37","KRN","4B","4B-2","KRN_4B_4B-2",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,75.8958602433199,75.8958602433199,17.6735125506073,220.79458245808,56.853082787475,94.9386376991649,220.79458245808,56.853082787475,94.9386376991649,0,0,0
"38","KRN","4B","4B-4","KRN_4B_4B-4",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,62.9771058295321,62.9771058295321,8.60394210526316,474.183921877268,35.0703406754225,90.8838709836417,474.183921877268,35.0703406754225,90.8838709836417,0,0,0
"39","KRN","5A","5A-1","KRN_5A_5A-1",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,53.7718603194589,53.7718603194589,18.7351178137652,215.296978519426,34.9676520356899,72.5760686032278,215.296978519426,34.9676520356899,72.5760686032278,0,0,0
"40","KRN","5A","5A-3","KRN_5A_5A-3",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,73.7043463133213,73.7043463133213,21.2246825910931,178.83556096632,56.566232360787,90.8424602658555,178.83556096632,56.566232360787,90.8424602658555,0,0,0
"41","KRN","5A","5A-4","KRN_5A_5A-4",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,47.6998167356425,47.6998167356425,18.9291174089069,237.441708850494,27.9522045330114,67.4474289382735,237.441708850494,27.9522045330114,67.4474289382735,0,0,0
"42","KRN","5A","5A-5","KRN_5A_5A-5",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,39.4301665067635,39.4301665067635,13.3716910931174,476.867245170614,11.4445530081962,67.4157800053308,476.867245170614,11.4445530081962,67.4157800053308,0,0,0
"43","KRN","5A","5A-7","KRN_5A_5A-7",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,100.343657127543,100.343657127543,19.6412206477733,529.239575140667,70.8612973560494,129.826016899037,529.239575140667,70.8612973560494,129.826016899037,0,0,0
"44","KRN","5B","5B-1","KRN_5B_5B-1",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,196.210575860828,196.210575860828,9.23023562753036,1693.54563707173,143.47125442781,248.949897293847,1693.54563707173,143.47125442781,248.949897293847,0,0,0
"45","KRN","5B","5B-2","KRN_5B_5B-2",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,99.7416691454046,99.7416691454046,11.9351149797571,331.788772445361,76.3981177639582,123.085220526851,331.788772445361,76.3981177639582,123.085220526851,0,0,0
"46","KRN","5B","5B-3","KRN_5B_5B-3",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,116.479571806804,116.479571806804,23.2972303643725,358.13031100496,92.2270655428282,140.73207807078,358.13031100496,92.2270655428282,140.73207807078,0,0,0
"47","KRN","5B","5B-5","KRN_5B_5B-5",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,47.0596853571116,47.0596853571116,20.3027611336032,751.063619760316,11.9380727340535,82.1812979801697,751.063619760316,11.9380727340535,82.1812979801697,0,0,0
"48","KRN","5B","5B-6","KRN_5B_5B-6",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,131.30137923987,131.30137923987,12.9507388663968,388.541784758035,106.040122610335,156.562635869405,388.541784758035,106.040122610335,156.562635869405,0,0,0
"49","KRN","5B","5B-7","KRN_5B_5B-7",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,256.764345043222,256.764345043222,12.0585206477733,1954.06923126501,200.113543540851,313.415146545594,1954.06923126501,200.113543540851,313.415146545594,0,0,0
"50","KRN","6A","6A-1","KRN_6A_6A-1",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,110.883569157946,110.883569157946,21.8329550607287,768.591024664881,75.3545073264904,146.412630989401,768.591024664881,75.3545073264904,146.412630989401,0,0,0
"51","KRN","6A","6A-2","KRN_6A_6A-2",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,95.5177420556284,95.5177420556284,20.2451465587045,453.828111545549,68.2165391649467,122.81894494631,453.828111545549,68.2165391649467,122.81894494631,0,0,0
"52","KRN","6A","6A-4","KRN_6A_6A-4",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,117.543742568221,117.543742568221,11.5020133603239,319.323316817204,94.6429031578121,140.444581978631,319.323316817204,94.6429031578121,140.444581978631,0,0,0
"53","KRN","6A","6A-5","KRN_6A_6A-5",123.662002209251,297.37570853175,454.33739701939,0,0,0,0,139.325791661003,139.325791661003,13.7868109311741,370.689519172107,114.651696292531,163.999887029475,370.689519172107,114.651696292531,163.999887029475,0,0,0
"54","PIX","1","1","PIX_1_1",231.88574820716,521.830245563626,468.219244746988,0,0,0,0,128.611838582008,128.611838582008,57.062728340081,1255.78155353928,83.1974851841005,174.026191979915,1255.78155353928,83.1974851841005,174.026191979915,0,0,0
"55","PIX","2","2","PIX_2_2",231.88574820716,521.830245563626,468.219244746988,0,0,0,0,342.825566718281,342.825566718281,20.0827914979757,4159.08135271938,260.177101492162,425.474031944401,4159.08135271938,260.177101492162,425.474031944401,0,0,0
"56","PIX","2A","2A","PIX_2A_2A",231.88574820716,521.830245563626,468.219244746988,0,0,0,0,120.307885069786,120.307885069786,22.4400631578947,6311.22791222428,18.4972802625433,222.118489877029,6311.22791222428,18.4972802625433,222.118489877029,0,0,0
"57","PIX","3","3","PIX_3_3",231.88574820716,521.830245563626,468.219244746988,0,0,0,0,322.552414583235,322.552414583235,19.5773935222672,3085.18161378744,251.369387473009,393.735441693461,3085.18161378744,251.369387473009,393.735441693461,0,0,0
"58","PIX","3A","3A","PIX_3A_3A",231.88574820716,521.830245563626,468.219244746988,0,0,0,0,344.199365358653,344.199365358653,30.0014255060729,6831.15146787596,238.278128598253,450.120602119052,6831.15146787596,238.278128598253,450.120602119052,0,0,0
"59","PIX","4","4","PIX_4_4",231.88574820716,521.830245563626,468.219244746988,0,0,0,0,269.678999600142,269.678999600142,18.0692133603239,1648.43778434586,217.646778410039,321.711220790246,1648.43778434586,217.646778410039,321.711220790246,0,0,0
"60","PIX","4A","4A","PIX_4A_4A",231.88574820716,521.830245563626,468.219244746988,0,0,0,0,268.728118214409,268.728118214409,18.2792137651822,989.625348432714,228.412670147327,309.043566281491,989.625348432714,228.412670147327,309.043566281491,0,0,0
"61","PIX","6","6","PIX_6_6",231.88574820716,521.830245563626,468.219244746988,0,0,0,0,80.9314805860576,80.9314805860576,46.258312145749,547.055504524904,50.9569920283094,110.905969143806,547.055504524904,50.9569920283094,110.905969143806,0,0,0
"62","PIX","7A","7A","PIX_7A_7A",231.88574820716,521.830245563626,468.219244746988,0,0,0,0,225.58844654423,225.58844654423,12.6672894736842,1632.94583249091,173.801300874589,277.375592213871,1632.94583249091,173.801300874589,277.375592213871,0,0,0
"63","PIX","7B","7B","PIX_7B_7B",231.88574820716,521.830245563626,468.219244746988,0,0,0,0,311.865925536464,311.865925536464,12.22475951417,5505.21159891727,216.778499027762,406.953352045165,5505.21159891727,216.778499027762,406.953352045165,0,0,0
"64","PIX","8A","8A","PIX_8A_8A",231.88574820716,521.830245563626,468.219244746988,0,0,0,0,337.232974762353,337.232974762353,11.6307538461538,4628.12801383113,250.048577993468,424.417371531238,4628.12801383113,250.048577993468,424.417371531238,0,0,0
"65","PIX","8B","8B","PIX_8B_8B",231.88574820716,521.830245563626,468.219244746988,0,0,0,0,405.495980270374,405.495980270374,17.7947769230769,10161.011574141,276.313220424448,534.678740116301,10161.011574141,276.313220424448,534.678740116301,0,0,0
